event_id,city,campaign,device,source,segment,page,region,session_length_sec,items_viewed,converted
12480,city_020,cmp_040,device_07,source_28,segment_43,page_022,region_02,212,8,0
12481,city_047,cmp_104,device_03,source_12,segment_37,page_089,region_09,315,5,0
12482,city_056,cmp_016,device_07,source_19,segment_13,page_056,region_04,220,6,0
12483,city_049,cmp_101,device_18,source_12,segment_13,page_123,region_04,214,9,0
12484,city_010,cmp_058,device_05,source_20,segment_15,page_090,region_07,207,8,1
12485,city_071,cmp_012,device_06,source_20,segment_19,page_149,region_11,300,7,0
12486,city_022,cmp_125,device_06,source_30,segment_29,page_114,region_03,227,9,0
12487,city_029,cmp_065,device_07,source_14,segment_40,page_025,region_11,162,7,0
12488,city_044,cmp_104,device_07,source_07,segment_33,page_002,region_08,186,12,0
12489,city_097,cmp_016,device_07,source_26,segment_15,page_051,region_06,220,7,0
12490,city_024,cmp_021,device_03,source_15,segment_28,page_036,region_05,141,5,0
12491,city_004,cmp_132,device_07,source_14,segment_59,page_012,region_08,205,9,0
12492,city_095,cmp_054,device_07,source_18,segment_32,page_077,region_08,177,5,0
12493,city_094,cmp_036,device_07,source_12,segment_05,page_148,region_03,128,8,0
12494,city_014,cmp_059,device_10,source_16,segment_29,page_040,region_03,228,4,0
12495,city_073,cmp_043,device_12,source_29,segment_66,page_018,region_04,255,13,0
12496,city_086,cmp_170,device_15,source_16,segment_30,page_057,region_09,278,8,0
12497,city_001,cmp_024,device_05,source_19,segment_06,page_077,region_11,209,7,0
12498,city_063,cmp_063,device_10,source_16,segment_54,page_141,region_03,185,3,0
12499,city_012,cmp_039,device_03,source_15,segment_15,page_014,region_02,198,6,1
12500,city_072,cmp_021,device_10,source_15,segment_19,page_014,region_04,312,12,0
12501,city_002,cmp_091,device_18,source_29,segment_66,page_113,region_10,156,7,0
12502,city_057,cmp_017,device_17,source_15,segment_10,page_123,region_06,206,5,0
12503,city_072,cmp_033,device_09,source_02,segment_17,page_080,region_02,167,4,0
12504,city_003,cmp_056,device_06,source_03,segment_66,page_113,region_04,267,6,0
12505,city_063,cmp_050,device_03,source_05,segment_64,page_007,region_05,178,7,0
12506,city_009,cmp_139,device_07,source_15,segment_01,page_136,region_11,113,8,0
12507,city_006,cmp_085,device_07,source_02,segment_47,page_080,region_11,183,6,0
12508,city_086,cmp_011,device_11,source_25,segment_05,page_136,region_04,221,5,0
12509,city_088,cmp_018,device_03,source_02,segment_33,page_056,region_12,262,12,0
12510,city_061,cmp_075,device_01,source_23,segment_40,page_113,region_03,274,11,0
12511,city_081,cmp_026,device_12,source_28,segment_28,page_130,region_11,157,6,0
12512,city_001,cmp_024,device_09,source_30,segment_69,page_016,region_11,184,8,1
12513,city_041,cmp_178,device_07,source_01,segment_28,page_002,region_07,204,6,1
12514,city_080,cmp_097,device_13,source_12,segment_06,page_037,region_09,203,5,0
12515,city_082,cmp_036,device_07,source_20,segment_02,page_026,region_09,114,8,0
12516,city_027,cmp_004,device_14,source_28,segment_39,page_007,region_11,202,7,1
12517,city_024,cmp_117,device_15,source_12,segment_22,page_144,region_01,163,7,0
12518,city_058,cmp_072,device_13,source_04,segment_40,page_090,region_03,249,10,0
12519,city_005,cmp_036,device_18,source_07,segment_38,page_020,region_03,309,8,1
12520,city_066,cmp_063,device_02,source_09,segment_19,page_147,region_01,244,3,0
12521,city_019,cmp_137,device_03,source_20,segment_19,page_021,region_12,185,8,0
12522,city_041,cmp_010,device_14,source_28,segment_27,page_113,region_03,202,6,0
12523,city_014,cmp_102,device_12,source_11,segment_25,page_031,region_04,306,7,0
12524,city_061,cmp_129,device_07,source_28,segment_11,page_052,region_03,110,6,0
12525,city_094,cmp_059,device_08,source_16,segment_01,page_048,region_11,222,3,0
12526,city_043,cmp_165,device_04,source_12,segment_56,page_053,region_12,254,8,0
12527,city_093,cmp_027,device_07,source_02,segment_56,page_067,region_03,283,12,0
12528,city_029,cmp_101,device_03,source_12,segment_43,page_007,region_12,94,8,1
12529,city_022,cmp_050,device_01,source_08,segment_19,page_142,region_03,158,11,0
12530,city_073,cmp_044,device_10,source_02,segment_29,page_070,region_10,183,9,0
12531,city_004,cmp_083,device_09,source_25,segment_02,page_058,region_11,195,8,0
12532,city_021,cmp_078,device_11,source_02,segment_66,page_020,region_04,176,11,0
12533,city_057,cmp_042,device_07,source_28,segment_15,page_026,region_03,190,10,0
12534,city_014,cmp_043,device_14,source_01,segment_40,page_143,region_03,198,8,0
12535,city_081,cmp_055,device_07,source_02,segment_24,page_013,region_05,203,8,0
12536,city_036,cmp_179,device_06,source_16,segment_04,page_104,region_09,198,5,0
12537,city_019,cmp_119,device_09,source_28,segment_40,page_146,region_11,241,6,0
12538,city_027,cmp_042,device_08,source_02,segment_13,page_070,region_04,280,11,0
12539,city_022,cmp_041,device_12,source_04,segment_35,page_077,region_04,308,7,0
12540,city_058,cmp_137,device_07,source_14,segment_56,page_070,region_02,199,1,0
12541,city_009,cmp_113,device_18,source_28,segment_17,page_052,region_05,280,4,0
12542,city_075,cmp_085,device_07,source_10,segment_59,page_044,region_02,222,4,1
12543,city_010,cmp_099,device_01,source_14,segment_18,page_037,region_02,143,8,0
12544,city_021,cmp_010,device_08,source_07,segment_18,page_002,region_09,162,3,1
12545,city_051,cmp_013,device_14,source_02,segment_64,page_014,region_05,269,7,1
12546,city_026,cmp_036,device_07,source_01,segment_41,page_109,region_09,259,4,0
12547,city_041,cmp_054,device_06,source_15,segment_34,page_108,region_01,283,8,0
12548,city_045,cmp_097,device_08,source_25,segment_07,page_021,region_02,225,3,0
12549,city_020,cmp_114,device_11,source_02,segment_03,page_082,region_03,137,10,0
12550,city_043,cmp_135,device_10,source_14,segment_41,page_111,region_07,319,10,0
12551,city_091,cmp_032,device_07,source_18,segment_22,page_030,region_12,213,2,0
12552,city_001,cmp_104,device_07,source_05,segment_03,page_116,region_05,184,5,1
12553,city_049,cmp_180,device_15,source_08,segment_04,page_020,region_02,140,9,0
12554,city_024,cmp_025,device_05,source_28,segment_01,page_065,region_03,162,9,0
12555,city_079,cmp_011,device_07,source_07,segment_29,page_019,region_01,248,8,0
12556,city_007,cmp_137,device_11,source_05,segment_48,page_014,region_04,204,1,0
12557,city_005,cmp_017,device_07,source_02,segment_43,page_005,region_09,97,9,0
12558,city_029,cmp_101,device_07,source_14,segment_13,page_022,region_03,170,4,0
12559,city_056,cmp_045,device_03,source_12,segment_40,page_059,region_07,156,9,0
12560,city_001,cmp_041,device_08,source_28,segment_66,page_108,region_04,168,12,0
12561,city_070,cmp_152,device_20,source_14,segment_50,page_015,region_05,218,5,0
12562,city_025,cmp_040,device_16,source_04,segment_23,page_093,region_12,106,6,0
12563,city_086,cmp_047,device_14,source_02,segment_42,page_014,region_09,214,7,0
12564,city_082,cmp_003,device_07,source_26,segment_08,page_032,region_04,353,3,1
12565,city_064,cmp_024,device_15,source_18,segment_48,page_071,region_04,165,7,1
12566,city_061,cmp_041,device_18,source_14,segment_11,page_036,region_10,287,7,0
12567,city_049,cmp_087,device_04,source_11,segment_19,page_039,region_04,177,6,0
12568,city_068,cmp_010,device_07,source_01,segment_34,page_138,region_03,131,12,0
12569,city_012,cmp_040,device_16,source_13,segment_31,page_051,region_05,64,9,0
12570,city_072,cmp_041,device_15,source_02,segment_31,page_065,region_06,274,8,0
12571,city_045,cmp_117,device_17,source_18,segment_48,page_090,region_03,228,7,0
12572,city_066,cmp_033,device_19,source_25,segment_12,page_025,region_03,52,4,0
12573,city_037,cmp_136,device_06,source_28,segment_59,page_150,region_09,211,12,0
12574,city_051,cmp_152,device_09,source_02,segment_02,page_007,region_11,116,11,0
12575,city_025,cmp_026,device_03,source_11,segment_08,page_004,region_01,342,10,0
12576,city_031,cmp_044,device_08,source_14,segment_66,page_022,region_02,208,10,0
12577,city_027,cmp_103,device_03,source_11,segment_46,page_092,region_09,186,9,0
12578,city_061,cmp_032,device_07,source_15,segment_07,page_083,region_08,185,8,1
12579,city_014,cmp_122,device_08,source_12,segment_24,page_020,region_04,231,9,1
12580,city_090,cmp_170,device_11,source_02,segment_01,page_059,region_07,186,7,0
12581,city_073,cmp_082,device_04,source_02,segment_29,page_033,region_02,142,10,0
12582,city_079,cmp_021,device_17,source_15,segment_67,page_044,region_02,241,7,1
12583,city_085,cmp_001,device_01,source_20,segment_38,page_067,region_09,154,5,1
12584,city_033,cmp_048,device_10,source_01,segment_34,page_080,region_09,264,4,0
12585,city_082,cmp_026,device_18,source_07,segment_56,page_044,region_03,286,6,0
12586,city_034,cmp_112,device_17,source_03,segment_33,page_110,region_11,188,6,0
12587,city_008,cmp_054,device_08,source_28,segment_38,page_013,region_03,108,6,0
12588,city_004,cmp_082,device_03,source_06,segment_15,page_089,region_03,191,8,0
12589,city_005,cmp_077,device_03,source_11,segment_31,page_071,region_05,207,6,0
12590,city_014,cmp_007,device_12,source_17,segment_43,page_089,region_04,124,6,0
12591,city_027,cmp_096,device_03,source_02,segment_29,page_125,region_11,85,7,0
12592,city_097,cmp_122,device_02,source_05,segment_21,page_080,region_06,88,4,0
12593,city_019,cmp_054,device_07,source_26,segment_10,page_031,region_07,279,5,0
12594,city_084,cmp_074,device_03,source_15,segment_13,page_025,region_02,258,4,0
12595,city_070,cmp_018,device_15,source_12,segment_64,page_033,region_02,129,8,0
12596,city_078,cmp_085,device_08,source_15,segment_06,page_015,region_04,273,8,0
12597,city_066,cmp_152,device_16,source_15,segment_35,page_114,region_06,221,5,0
12598,city_095,cmp_098,device_07,source_04,segment_43,page_018,region_04,231,7,1
12599,city_010,cmp_003,device_18,source_28,segment_10,page_015,region_03,20,7,0
12600,city_036,cmp_036,device_20,source_07,segment_08,page_014,region_06,164,7,0
12601,city_025,cmp_160,device_08,source_09,segment_10,page_052,region_04,274,12,0
12602,city_022,cmp_088,device_03,source_02,segment_30,page_130,region_03,73,7,0
12603,city_034,cmp_038,device_01,source_12,segment_09,page_012,region_01,308,4,0
12604,city_036,cmp_077,device_18,source_14,segment_14,page_149,region_03,250,8,0
12605,city_098,cmp_021,device_07,source_12,segment_17,page_125,region_08,194,7,0
12606,city_020,cmp_148,device_04,source_18,segment_02,page_059,region_04,147,4,0
12607,city_084,cmp_045,device_07,source_07,segment_02,page_088,region_01,256,8,0
12608,city_012,cmp_024,device_18,source_14,segment_01,page_015,region_06,227,1,1
12609,city_056,cmp_012,device_19,source_03,segment_63,page_090,region_06,188,6,0
12610,city_023,cmp_007,device_04,source_28,segment_64,page_114,region_09,242,8,0
12611,city_094,cmp_083,device_07,source_18,segment_32,page_005,region_07,142,12,1
12612,city_051,cmp_091,device_14,source_04,segment_02,page_080,region_07,172,10,0
12613,city_005,cmp_085,device_12,source_02,segment_30,page_014,region_09,187,3,0
12614,city_088,cmp_036,device_10,source_02,segment_63,page_015,region_09,172,6,0
12615,city_022,cmp_117,device_15,source_02,segment_58,page_020,region_02,213,8,1
12616,city_088,cmp_125,device_15,source_16,segment_33,page_015,region_04,198,13,0
12617,city_001,cmp_077,device_09,source_01,segment_06,page_113,region_06,245,7,0
12618,city_016,cmp_079,device_07,source_04,segment_17,page_006,region_02,231,9,1
12619,city_021,cmp_024,device_15,source_08,segment_69,page_008,region_01,274,6,0
12620,city_056,cmp_129,device_14,source_01,segment_56,page_091,region_01,111,5,0
12621,city_069,cmp_013,device_04,source_04,segment_42,page_020,region_05,274,11,0
12622,city_051,cmp_120,device_07,source_20,segment_15,page_139,region_07,176,9,0
12623,city_005,cmp_049,device_09,source_24,segment_09,page_035,region_03,162,9,0
12624,city_032,cmp_013,device_19,source_12,segment_24,page_128,region_02,161,6,1
12625,city_037,cmp_010,device_07,source_16,segment_12,page_044,region_02,153,6,1
12626,city_026,cmp_178,device_06,source_23,segment_16,page_007,region_02,167,6,0
12627,city_031,cmp_069,device_03,source_02,segment_54,page_147,region_02,228,7,0
12628,city_036,cmp_052,device_18,source_21,segment_08,page_136,region_09,296,5,1
12629,city_044,cmp_148,device_08,source_23,segment_13,page_042,region_07,231,8,0
12630,city_051,cmp_053,device_05,source_16,segment_13,page_019,region_04,158,5,1
12631,city_015,cmp_126,device_07,source_09,segment_64,page_069,region_04,126,7,0
12632,city_082,cmp_128,device_01,source_12,segment_05,page_111,region_11,183,11,0
12633,city_072,cmp_104,device_01,source_02,segment_25,page_038,region_07,199,6,0
12634,city_067,cmp_013,device_07,source_18,segment_66,page_058,region_02,162,4,0
12635,city_070,cmp_160,device_12,source_16,segment_59,page_039,region_11,196,4,0
12636,city_041,cmp_082,device_12,source_15,segment_38,page_054,region_09,191,7,0
12637,city_093,cmp_048,device_01,source_23,segment_40,page_122,region_03,292,4,0
12638,city_027,cmp_110,device_11,source_02,segment_40,page_010,region_10,112,4,1
12639,city_031,cmp_012,device_14,source_12,segment_06,page_007,region_04,212,4,0
12640,city_072,cmp_023,device_05,source_06,segment_03,page_083,region_11,197,5,1
12641,city_080,cmp_090,device_03,source_14,segment_01,page_089,region_09,233,6,1
12642,city_035,cmp_082,device_11,source_01,segment_28,page_033,region_03,235,2,0
12643,city_075,cmp_061,device_08,source_05,segment_40,page_065,region_09,287,7,0
12644,city_051,cmp_089,device_07,source_02,segment_27,page_035,region_03,205,9,0
12645,city_029,cmp_156,device_08,source_11,segment_01,page_007,region_10,183,10,0
12646,city_082,cmp_016,device_15,source_28,segment_40,page_137,region_04,230,10,0
12647,city_040,cmp_040,device_03,source_02,segment_19,page_021,region_07,90,8,0
12648,city_075,cmp_035,device_07,source_28,segment_50,page_077,region_03,210,7,0
12649,city_071,cmp_151,device_06,source_16,segment_66,page_020,region_07,226,7,1
12650,city_007,cmp_024,device_06,source_25,segment_25,page_007,region_03,214,4,1
12651,city_080,cmp_042,device_14,source_20,segment_26,page_116,region_02,181,5,0
12652,city_012,cmp_138,device_10,source_10,segment_20,page_024,region_03,227,8,0
12653,city_072,cmp_088,device_17,source_11,segment_23,page_130,region_10,221,11,0
12654,city_063,cmp_005,device_07,source_01,segment_34,page_035,region_02,244,6,1
12655,city_061,cmp_165,device_07,source_12,segment_43,page_008,region_09,238,5,0
12656,city_086,cmp_010,device_03,source_12,segment_20,page_125,region_11,223,5,1
12657,city_049,cmp_061,device_16,source_18,segment_13,page_065,region_03,215,7,0
12658,city_025,cmp_030,device_10,source_13,segment_05,page_080,region_10,183,9,1
12659,city_048,cmp_082,device_18,source_05,segment_43,page_113,region_03,239,8,1
12660,city_058,cmp_035,device_10,source_03,segment_22,page_058,region_04,326,8,0
12661,city_027,cmp_122,device_03,source_20,segment_40,page_025,region_11,269,8,0
12662,city_020,cmp_069,device_08,source_12,segment_17,page_113,region_07,183,8,0
12663,city_037,cmp_036,device_18,source_02,segment_38,page_073,region_06,147,5,0
12664,city_082,cmp_129,device_03,source_20,segment_24,page_088,region_01,230,9,1
12665,city_051,cmp_113,device_07,source_08,segment_66,page_026,region_11,265,6,0
12666,city_082,cmp_056,device_10,source_05,segment_27,page_125,region_01,192,8,0
12667,city_036,cmp_056,device_08,source_02,segment_39,page_059,region_05,198,10,0
12668,city_093,cmp_054,device_03,source_02,segment_32,page_086,region_09,185,7,0
12669,city_068,cmp_065,device_03,source_02,segment_56,page_067,region_04,336,7,0
12670,city_026,cmp_129,device_03,source_17,segment_41,page_013,region_01,220,14,0
12671,city_034,cmp_012,device_08,source_15,segment_21,page_052,region_09,255,6,0
12672,city_100,cmp_045,device_18,source_28,segment_08,page_109,region_11,147,6,0
12673,city_093,cmp_104,device_07,source_02,segment_23,page_125,region_11,192,5,0
12674,city_030,cmp_165,device_07,source_06,segment_64,page_128,region_09,337,10,0
12675,city_073,cmp_020,device_04,source_15,segment_45,page_040,region_04,206,7,0
12676,city_083,cmp_009,device_17,source_12,segment_21,page_021,region_03,253,5,0
12677,city_019,cmp_120,device_20,source_12,segment_19,page_014,region_03,138,13,1
12678,city_041,cmp_166,device_12,source_02,segment_03,page_147,region_09,211,12,0
12679,city_063,cmp_099,device_08,source_01,segment_15,page_078,region_01,89,8,0
12680,city_006,cmp_065,device_18,source_17,segment_38,page_053,region_07,179,11,1
12681,city_070,cmp_027,device_08,source_16,segment_64,page_089,region_01,208,11,0
12682,city_015,cmp_163,device_07,source_01,segment_39,page_019,region_07,270,3,0
12683,city_036,cmp_101,device_03,source_23,segment_02,page_073,region_01,200,9,0
12684,city_028,cmp_093,device_03,source_19,segment_16,page_082,region_01,205,8,0
12685,city_061,cmp_133,device_07,source_03,segment_48,page_021,region_09,153,8,0
12686,city_016,cmp_132,device_07,source_13,segment_56,page_038,region_05,200,3,0
12687,city_036,cmp_012,device_04,source_04,segment_05,page_004,region_09,254,11,0
12688,city_020,cmp_004,device_07,source_23,segment_13,page_125,region_06,53,9,0
12689,city_005,cmp_026,device_12,source_02,segment_15,page_042,region_09,261,8,1
12690,city_075,cmp_139,device_10,source_23,segment_63,page_042,region_11,187,6,0
12691,city_016,cmp_064,device_14,source_15,segment_33,page_043,region_02,199,6,0
12692,city_016,cmp_084,device_15,source_02,segment_09,page_150,region_04,184,4,0
12693,city_004,cmp_040,device_03,source_24,segment_33,page_067,region_04,171,5,0
12694,city_040,cmp_050,device_20,source_23,segment_42,page_067,region_03,136,10,0
12695,city_020,cmp_036,device_03,source_15,segment_18,page_065,region_06,156,8,0
12696,city_045,cmp_152,device_12,source_12,segment_66,page_015,region_02,143,6,0
12697,city_060,cmp_048,device_08,source_15,segment_56,page_065,region_11,246,6,1
12698,city_004,cmp_124,device_08,source_15,segment_34,page_019,region_03,298,7,0
12699,city_014,cmp_021,device_18,source_02,segment_19,page_059,region_09,185,8,1
12700,city_029,cmp_036,device_14,source_08,segment_01,page_080,region_02,176,5,0
12701,city_080,cmp_024,device_02,source_28,segment_04,page_089,region_03,201,7,1
12702,city_009,cmp_035,device_10,source_20,segment_52,page_025,region_10,141,5,0
12703,city_062,cmp_088,device_07,source_02,segment_64,page_008,region_10,231,6,0
12704,city_093,cmp_018,device_07,source_24,segment_06,page_052,region_01,202,7,0
12705,city_006,cmp_065,device_01,source_02,segment_05,page_015,region_04,80,6,1
12706,city_025,cmp_002,device_17,source_16,segment_40,page_018,region_05,243,3,1
12707,city_064,cmp_177,device_07,source_07,segment_31,page_141,region_09,129,6,0
12708,city_090,cmp_007,device_20,source_05,segment_18,page_091,region_02,195,6,0
12709,city_019,cmp_106,device_15,source_12,segment_15,page_011,region_04,186,9,0
12710,city_052,cmp_129,device_14,source_02,segment_13,page_040,region_11,251,5,0
12711,city_061,cmp_180,device_09,source_28,segment_10,page_012,region_09,179,7,0
12712,city_029,cmp_084,device_15,source_28,segment_12,page_092,region_01,292,11,0
12713,city_056,cmp_077,device_05,source_02,segment_16,page_133,region_06,276,8,1
12714,city_044,cmp_065,device_09,source_28,segment_29,page_146,region_09,205,4,0
12715,city_090,cmp_109,device_09,source_28,segment_67,page_016,region_09,332,8,0
12716,city_043,cmp_130,device_07,source_02,segment_02,page_091,region_07,185,7,0
12717,city_041,cmp_063,device_08,source_01,segment_47,page_014,region_04,163,8,0
12718,city_056,cmp_101,device_14,source_12,segment_05,page_129,region_11,318,9,0
12719,city_010,cmp_165,device_03,source_07,segment_30,page_015,region_04,258,6,0
12720,city_042,cmp_014,device_20,source_12,segment_09,page_004,region_04,263,8,0
12721,city_004,cmp_075,device_07,source_12,segment_01,page_020,region_04,255,6,0
12722,city_051,cmp_011,device_11,source_18,segment_06,page_015,region_11,257,11,0
12723,city_043,cmp_051,device_18,source_15,segment_12,page_015,region_04,224,8,0
12724,city_074,cmp_101,device_19,source_12,segment_15,page_099,region_09,162,4,1
12725,city_069,cmp_044,device_09,source_12,segment_09,page_080,region_09,120,6,0
12726,city_032,cmp_013,device_19,source_28,segment_15,page_007,region_09,181,3,1
12727,city_055,cmp_122,device_08,source_05,segment_15,page_044,region_09,225,8,0
12728,city_023,cmp_030,device_05,source_02,segment_64,page_058,region_04,276,5,1
12729,city_029,cmp_058,device_08,source_06,segment_47,page_044,region_01,184,8,0
12730,city_006,cmp_019,device_03,source_20,segment_09,page_018,region_09,105,5,0
12731,city_008,cmp_178,device_12,source_05,segment_38,page_097,region_07,294,8,0
12732,city_072,cmp_044,device_05,source_15,segment_21,page_042,region_11,284,7,1
12733,city_095,cmp_122,device_07,source_08,segment_26,page_009,region_09,187,13,1
12734,city_037,cmp_044,device_07,source_08,segment_16,page_128,region_01,230,9,0
12735,city_010,cmp_040,device_05,source_18,segment_38,page_052,region_09,185,6,0
12736,city_007,cmp_029,device_12,source_02,segment_02,page_044,region_03,142,8,1
12737,city_004,cmp_046,device_06,source_15,segment_19,page_078,region_12,202,6,0
12738,city_080,cmp_132,device_18,source_13,segment_47,page_022,region_05,115,5,0
12739,city_033,cmp_086,device_01,source_20,segment_69,page_050,region_05,221,4,0
12740,city_080,cmp_010,device_07,source_28,segment_06,page_067,region_04,231,4,0
12741,city_027,cmp_065,device_07,source_02,segment_16,page_036,region_03,159,3,0
12742,city_048,cmp_058,device_09,source_04,segment_19,page_099,region_04,263,3,0
12743,city_056,cmp_092,device_03,source_02,segment_30,page_008,region_04,124,7,0
12744,city_004,cmp_106,device_17,source_30,segment_27,page_052,region_11,141,6,0
12745,city_056,cmp_069,device_04,source_14,segment_56,page_038,region_01,255,2,0
12746,city_069,cmp_132,device_07,source_28,segment_38,page_150,region_07,234,4,0
12747,city_002,cmp_083,device_08,source_28,segment_54,page_114,region_04,177,5,0
12748,city_005,cmp_039,device_01,source_26,segment_41,page_117,region_04,216,7,1
12749,city_041,cmp_043,device_10,source_05,segment_66,page_046,region_11,178,11,0
12750,city_095,cmp_129,device_04,source_12,segment_43,page_018,region_04,175,6,0
12751,city_095,cmp_032,device_14,source_04,segment_05,page_113,region_11,226,9,1
12752,city_009,cmp_018,device_06,source_10,segment_40,page_072,region_10,195,5,1
12753,city_064,cmp_106,device_09,source_10,segment_02,page_070,region_04,184,3,0
12754,city_068,cmp_051,device_07,source_28,segment_09,page_146,region_11,186,7,0
12755,city_080,cmp_026,device_17,source_16,segment_66,page_021,region_05,354,4,0
12756,city_004,cmp_122,device_07,source_18,segment_66,page_109,region_11,251,9,0
12757,city_095,cmp_024,device_07,source_17,segment_05,page_002,region_04,177,8,0
12758,city_072,cmp_103,device_08,source_12,segment_20,page_012,region_11,149,8,0
12759,city_049,cmp_039,device_03,source_07,segment_68,page_127,region_11,204,6,0
12760,city_005,cmp_098,device_08,source_23,segment_04,page_067,region_03,107,6,0
12761,city_019,cmp_112,device_07,source_07,segment_64,page_058,region_06,288,4,0
12762,city_025,cmp_021,device_03,source_12,segment_67,page_088,region_12,169,9,1
12763,city_078,cmp_122,device_10,source_02,segment_63,page_149,region_05,204,9,0
12764,city_064,cmp_079,device_07,source_14,segment_54,page_069,region_06,266,8,1
12765,city_091,cmp_129,device_03,source_12,segment_32,page_025,region_01,302,9,0
12766,city_031,cmp_005,device_10,source_25,segment_64,page_056,region_04,171,8,0
12767,city_086,cmp_107,device_07,source_05,segment_05,page_018,region_02,250,9,0
12768,city_082,cmp_177,device_18,source_05,segment_05,page_038,region_09,330,3,0
12769,city_002,cmp_096,device_08,source_02,segment_40,page_030,region_12,115,11,1
12770,city_018,cmp_145,device_05,source_12,segment_01,page_077,region_02,165,10,0
12771,city_069,cmp_048,device_13,source_19,segment_38,page_077,region_05,228,6,0
12772,city_056,cmp_096,device_07,source_15,segment_34,page_108,region_03,158,6,0
12773,city_016,cmp_069,device_15,source_02,segment_34,page_088,region_09,177,4,0
12774,city_066,cmp_039,device_07,source_05,segment_08,page_121,region_07,245,8,1
12775,city_024,cmp_080,device_04,source_06,segment_64,page_005,region_03,293,5,0
12776,city_049,cmp_041,device_07,source_14,segment_43,page_052,region_04,285,9,0
12777,city_090,cmp_156,device_03,source_20,segment_14,page_014,region_11,163,9,0
12778,city_019,cmp_119,device_07,source_30,segment_34,page_020,region_11,199,5,0
12779,city_005,cmp_130,device_08,source_04,segment_20,page_077,region_11,145,10,0
12780,city_055,cmp_083,device_10,source_02,segment_47,page_114,region_09,308,9,0
12781,city_061,cmp_125,device_07,source_09,segment_28,page_031,region_03,236,5,0
12782,city_024,cmp_042,device_03,source_15,segment_15,page_007,region_03,203,6,0
12783,city_036,cmp_086,device_07,source_16,segment_54,page_030,region_11,210,5,0
12784,city_040,cmp_039,device_07,source_23,segment_20,page_020,region_03,200,4,0
12785,city_072,cmp_076,device_08,source_06,segment_69,page_052,region_03,178,7,0
12786,city_058,cmp_011,device_15,source_23,segment_19,page_007,region_11,194,6,0
12787,city_021,cmp_117,device_01,source_15,segment_32,page_020,region_03,177,8,0
12788,city_021,cmp_050,device_08,source_01,segment_20,page_039,region_07,240,8,0
12789,city_025,cmp_177,device_03,source_28,segment_30,page_083,region_02,140,4,0
12790,city_010,cmp_129,device_17,source_04,segment_69,page_011,region_03,226,5,1
12791,city_010,cmp_079,device_11,source_02,segment_05,page_013,region_09,104,7,0
12792,city_072,cmp_032,device_06,source_11,segment_54,page_013,region_11,249,10,0
12793,city_073,cmp_082,device_08,source_12,segment_63,page_030,region_01,147,6,0
12794,city_020,cmp_107,device_17,source_12,segment_39,page_004,region_03,176,5,0
12795,city_075,cmp_054,device_03,source_20,segment_28,page_150,region_11,192,7,0
12796,city_045,cmp_076,device_06,source_02,segment_30,page_031,region_05,184,7,0
12797,city_060,cmp_132,device_07,source_21,segment_40,page_030,region_09,361,7,0
12798,city_080,cmp_017,device_05,source_12,segment_66,page_070,region_11,160,7,0
12799,city_024,cmp_058,device_03,source_02,segment_17,page_058,region_01,199,7,0
12800,city_055,cmp_129,device_03,source_28,segment_64,page_089,region_03,135,11,0
12801,city_024,cmp_045,device_07,source_25,segment_14,page_052,region_09,321,9,1
12802,city_082,cmp_135,device_14,source_06,segment_24,page_015,region_01,200,4,0
12803,city_022,cmp_066,device_20,source_12,segment_24,page_069,region_05,134,8,0
12804,city_051,cmp_046,device_04,source_04,segment_08,page_128,region_02,302,2,0
12805,city_014,cmp_179,device_15,source_12,segment_09,page_002,region_09,248,11,0
12806,city_027,cmp_021,device_07,source_04,segment_59,page_013,region_11,208,5,0
12807,city_025,cmp_040,device_03,source_08,segment_69,page_143,region_01,209,5,0
12808,city_062,cmp_026,device_09,source_05,segment_66,page_083,region_06,213,7,0
12809,city_022,cmp_177,device_07,source_11,segment_11,page_082,region_02,275,8,0
12810,city_025,cmp_019,device_06,source_02,segment_15,page_002,region_09,286,7,0
12811,city_001,cmp_014,device_07,source_12,segment_06,page_037,region_09,58,10,0
12812,city_024,cmp_032,device_07,source_03,segment_40,page_069,region_11,173,11,1
12813,city_021,cmp_078,device_07,source_02,segment_01,page_019,region_02,212,4,0
12814,city_044,cmp_032,device_07,source_07,segment_40,page_014,region_02,164,11,0
12815,city_029,cmp_038,device_03,source_17,segment_13,page_091,region_05,157,5,1
12816,city_097,cmp_064,device_08,source_07,segment_42,page_019,region_06,240,7,0
12817,city_044,cmp_083,device_18,source_18,segment_09,page_125,region_11,302,7,0
12818,city_006,cmp_074,device_07,source_28,segment_66,page_064,region_05,211,8,0
12819,city_070,cmp_079,device_08,source_28,segment_05,page_014,region_12,189,5,0
12820,city_004,cmp_089,device_10,source_03,segment_02,page_070,region_04,135,10,0
12821,city_073,cmp_132,device_07,source_28,segment_06,page_041,region_07,299,13,0
12822,city_029,cmp_090,device_14,source_24,segment_13,page_113,region_03,233,7,0
12823,city_005,cmp_101,device_01,source_01,segment_40,page_124,region_03,225,8,0
12824,city_097,cmp_045,device_03,source_28,segment_24,page_019,region_07,224,10,0
12825,city_038,cmp_152,device_01,source_28,segment_25,page_042,region_09,270,7,0
12826,city_077,cmp_120,device_18,source_18,segment_33,page_014,region_04,189,5,0
12827,city_031,cmp_074,device_03,source_14,segment_40,page_069,region_02,249,8,0
12828,city_036,cmp_052,device_15,source_29,segment_42,page_094,region_05,191,2,0
